Title,Year,Genre,BoxOffice,budget,popularity,production_companies,revenue,runtime,Internet Movie Database,Rotten Tomatoes,Metacritic,Action,Adventure,Animation,Biography,Comedy,Crime,Documentary,Drama,Family,Fantasy,History,Horror,Music,Musical,Mystery,Romance,Sci-Fi,Sport,Thriller,War,Western
Spider-Man: No Way Home,2021,"Action, Adventure, Fantasy","$814,866,759",200.0,33.7617,"Marvel Studios,Pascal Pictures,Columbia Pictures",1921.847111,148,82.0,93.0,71.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Better Man,2024,"Biography, Fantasy, Music","$1,983,648",110.0,19.0432,"RocketScience,Facing East Entertainment,Sina Studios,Lost Bandits,Footloose Productions,VicScreen,RPW Productions,Azure Centrum,Partizan Films,Mid-March Media",22.122995,135,76.0,88.0,77.0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0
John Wick: Chapter 4,2023,"Action, Crime, Thriller","$187,131,806",100.0,28.1714,"Thunder Road,87Eleven,Studio Babelsberg,Lionsgate",440.157245,170,76.0,94.0,78.0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Talk to Me,2022,"Horror, Thriller","$48,299,436",4.5,13.8738,"Causeway Films,Screen Australia,South Australian Film Corporation,Bankside Films,Head Gear Films,Metrol Technology",92.0,95,71.0,,76.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Barbarian,2022,"Horror, Mystery, Thriller","$40,842,944",4.5,10.538,"BoulderLight Pictures,Vertigo Entertainment,Regency Enterprises,Hammerstone Studios,Almost Never Films",45.4,102,70.0,92.0,78.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Avatar: The Way of Water,2022,"Action, Adventure, Fantasy","$684,075,767",460.0,32.738,"20th Century Studios,Lightstorm Entertainment",2320.250281,192,75.0,76.0,67.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Eternals,2021,"Action, Adventure, Fantasy","$164,870,234",200.0,17.3446,Marvel Studios,402.064899,156,63.0,47.0,52.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Nobody,2021,"Action, Crime, Drama","$27,568,035",17.0,16.9709,"87North Productions,Odenkirk Provissiero Entertainment,Eighty Two Films",61.779301,91,74.0,84.0,64.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Priscilla,2023,"Biography, Drama, Music","$20,960,939",20.0,5.6333,"The Apartment Pictures,American Zoetrope",30.140906,113,65.0,84.0,79.0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
Killers of the Flower Moon,2023,"Crime, Drama, History","$68,035,488",200.0,14.4099,"Apple Studios,Imperative Entertainment,Sikelia Productions,Appian Way",158.722599,206,76.0,93.0,89.0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Don't Worry Darling,2022,"Drama, Mystery, Thriller","$45,309,403",35.0,8.9436,"Vertigo Entertainment,New Line Cinema",86.7,123,63.0,38.0,48.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0
Borderlands,2024,"Action, Adventure, Comedy","$15,482,668",115.0,13.7214,"Lionsgate,Arad Productions,Picturestart,Gearbox Studios,2K,Hercules Film Fund",32.97851,101,47.0,10.0,26.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Megalopolis,2024,"Drama, Fantasy, Sci-Fi","$7,629,085",120.0,14.184,"American Zoetrope,Caesar Film",13.857002,138,47.0,45.0,55.0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0
Babylon,2022,"Comedy, Drama, History","$15,351,455",78.0,19.3926,"Paramount Pictures,Marc Platt Productions,C2 Motion Picture Group,Organism Pictures,Wild Chickens Productions",65.267446,189,71.0,57.0,61.0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
Everything Everywhere All at Once,2022,"Action, Adventure, Comedy","$77,191,785",25.0,21.5944,"IAC Films,AGBO,Ley Line Entertainment,Year of the Rat",139.2,140,78.0,94.0,81.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Bikeriders,2023,"Crime, Drama","$21,746,895",40.0,6.8413,"Tri-State Pictures,New Regency Pictures,Regency Enterprises",36.11086,116,66.0,80.0,70.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Panther: Wakanda Forever,2022,"Action, Adventure, Drama","$453,829,060",250.0,25.0069,Marvel Studios,859.102154,162,66.0,84.0,67.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Terrifier 3,2024,Horror,"$53,981,071",2.0,24.1873,"Cineverse,Bloody Disgusting,Dark Age Cinema,Fuzz on the Lens Productions,The Coven",90.322103,125,63.0,78.0,62.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Transformers One,2024,"Animation, Action, Adventure","$59,098,421",75.0,26.6013,"Paramount Animation,di Bonaventura Pictures,DeSanto/Murphy Productions,Bay Films,New Republic Pictures,Hasbro Entertainment",128.888103,104,76.0,89.0,65.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Subservience,2024,"Sci-Fi, Thriller",,4.4,17.7908,"Millennium Media,Campbell Grobman Films,XYZ Films",0.262793,105,54.0,49.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Here,2024,Drama,"$12,237,270",40.0,7.6641,"Miramax,ImageMovers",15.39727,105,63.0,37.0,39.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Azrael,2024,"Action, Horror","$433,861",12.0,24.0754,"C2 Motion Picture Group,Homeless Bob Production,Traffic.",0.631272,86,54.0,71.0,52.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Saltburn,2023,"Drama, Thriller","$11,425,829",20.0,12.9154,"LuckyChap Entertainment,MRC,Lie Still",21.013738,131,70.0,71.0,61.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
Beetlejuice Beetlejuice,2024,"Comedy, Fantasy, Horror","$294,100,435",99.0,19.8828,"Warner Bros. Pictures,Geffen Pictures,Plan B Entertainment,Tim Burton Productions,Tommy Harper Productions,Domain Entertainment",451.900435,105,67.0,75.0,62.0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
Abigail,2024,"Horror, Thriller","$25,867,515",28.0,12.6633,"Project X Entertainment,Radio Silence,Universal Pictures,Vinson Films",43.015969,109,66.0,83.0,62.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Challengers,2024,"Comedy, Drama, Romance","$50,119,408",55.0,19.6775,"Pascal Pictures,Why Are You Acting? Productions,Frenesy Film,Metro-Goldwyn-Mayer",94.182533,132,71.0,88.0,82.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Guardians of the Galaxy Vol. 3,2023,"Action, Adventure, Comedy","$358,995,815",250.0,18.8592,"Marvel Studios,Kevin Feige Productions",845.6,150,79.0,82.0,64.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Fast X,2023,"Action, Adventure, Crime","$146,126,015",340.0,33.4016,"Universal Pictures,Original Film,One Race,Perfect Storm Entertainment",704.70966,142,57.0,57.0,56.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
MaXXXine,2024,"Crime, Horror","$15,097,632",1.0,7.142,"A24,Motel Mojave,Access Entertainment",22.05716,103,63.0,72.0,64.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Smile,2022,"Horror, Mystery, Thriller","$105,935,048",17.0,18.7809,"Paramount Players,Temple Hill Entertainment",217.408513,115,65.0,79.0,68.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
Despicable Me 4,2024,"Animation, Adventure, Comedy","$361,004,205",100.0,57.5887,"Universal Pictures,Illumination",969.28091,94,62.0,56.0,52.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Thor: Love and Thunder,2022,"Action, Adventure, Comedy","$343,256,830",250.0,21.3854,"Marvel Studios,Kevin Feige Productions",760.9,119,62.0,63.0,57.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Asteroid City,2023,"Comedy, Drama, Romance","$28,153,025",25.0,9.5962,"Indian Paintbrush,American Empirical Pictures,Studio Babelsberg",47.28167,105,65.0,76.0,76.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Saturday Night,2024,"Biography, Comedy, Drama","$9,511,315",25.0,3.2947,"Columbia Pictures,Right of Way Films",9.802525,109,70.0,78.0,61.0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Nope,2022,"Horror, Mystery, Sci-Fi","$123,277,080",68.0,15.9371,"Universal Pictures,Monkeypaw Productions",170.82308,130,68.0,83.0,77.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Horizon: An American Saga - Chapter 1,2024,"Drama, Western","$29,035,702",50.0,10.1748,Territory Pictures,38.735702,182,67.0,51.0,49.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
The Northman,2022,"Action, Adventure, Drama","$34,233,110",70.0,11.9307,"Focus Features,New Regency Pictures,Regency Enterprises,Square Peg",69.63311,137,70.0,90.0,82.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Madame Web,2024,"Action, Adventure, Sci-Fi","$43,817,106",80.0,17.2905,"Columbia Pictures,di Bonaventura Pictures",100.498764,117,40.0,11.0,26.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Glass Onion,2022,"Comedy, Crime, Drama","$13,280,000",40.0,11.3122,T-Street,15.0,140,71.0,91.0,81.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Last Showgirl,2024,Drama,"$4,799,804",2.0,7.7091,"Utopia,Pinky Promise,Digital Ignition Entertainment,High Frequency Entertainment",6.380079,89,65.0,83.0,66.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Black Widow,2021,"Action, Adventure, Sci-Fi","$183,651,655",200.0,163.4249,Marvel Studios,379.751131,134,66.0,79.0,68.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
The Day the Earth Blew Up: A Looney Tunes Movie,2024,"Animation, Adventure, Comedy",,15.0,21.1205,Warner Bros. Animation,12.641938,91,69.0,88.0,82.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
How to Make Millions Before Grandma Dies,2024,"Comedy, Drama, Family","$303,772",1.0,12.0887,"GDH 559,Jor Kwang Films",73.8,127,80.0,98.0,74.0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
Uncharted,2022,"Action, Adventure","$148,648,820",120.0,9.9307,"Columbia Pictures,Atlas Entertainment,PlayStation Productions,Arad Productions",407.141258,116,63.0,,45.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Joker: Folie à Deux,2024,"Drama, Musical, Thriller","$58,300,287",195.0,22.1963,"Warner Bros. Pictures,Joint Effort,Domain Entertainment",206.400287,138,52.0,31.0,45.0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0
Love Lies Bleeding,2024,"Action, Adventure, Crime","$8,335,797",10.0,12.4481,"Film4 Productions,Escape Plan,A24,Lobo Films",12.778225,104,66.0,94.0,77.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Sisu,2022,"Action, War","$7,265,622",6.2,10.6722,"Subzero Film Entertainment,Good Chaos,Stage 6 Films",13.0,91,69.0,94.0,70.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Inside Out 2,2024,"Animation, Adventure, Comedy","$652,980,194",200.0,45.44,"Walt Disney Pictures,Pixar",1698.863816,97,75.0,91.0,73.0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
In a Violent Nature,2024,"Drama, Horror, Thriller","$4,229,999",0.6,6.9536,"Low Sky Productions,Zygote Pictures",4.258197,94,56.0,78.0,,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
The Crow,2024,"Action, Crime, Fantasy","$9,275,659",50.0,21.008,"Davis Films,Pressman Film,Hassell Free Productions,Electric Shadow Company,30WEST,Ashland Hill Media Finance,FilmNation Entertainment,Maze Pictures,Occupant Entertainment",24.109036,111,47.0,87.0,30.0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
Don't Look Up,2021,"Comedy, Drama, Sci-Fi",,75.0,13.1045,Hyperobject Industries,0.791863,138,72.0,,49.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
Pearl,2022,"Drama, Horror, Thriller","$9,423,445",1.0,11.0646,"A24,Little Lamb Productions",10.139416,102,70.0,93.0,76.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
Where the Crawdads Sing,2022,"Drama, Mystery, Romance","$90,230,760",24.0,12.9204,"3000 Pictures,Hello Sunshine,HarperCollins Publishers",144.353965,126,72.0,34.0,43.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0
Kinds of Kindness,2024,"Comedy, Drama, Horror","$5,038,931",15.0,4.1866,"Searchlight Pictures,Film4 Productions,TSG Entertainment,Element Pictures,Limp",16.398509,164,66.0,71.0,64.0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
The Little Mermaid,2023,"Adventure, Family, Fantasy","$298,172,056",297.0,13.0923,"Walt Disney Pictures,Lucamar Productions,Marc Platt Productions",569.626289,135,72.0,67.0,59.0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0
No Time to Die,2021,"Action, Adventure, Thriller","$160,891,007",250.0,22.3339,"EON Productions,Metro-Goldwyn-Mayer",774.153024,163,73.0,83.0,68.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Indiana Jones and the Dial of Destiny,2023,"Action, Adventure, Sci-Fi","$174,480,468",294.7,10.182,Lucasfilm Ltd.,383.963057,155,65.0,70.0,58.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Emilia Pérez,2024,"Comedy, Crime, Drama",,26.0,16.9232,"Why Not Productions,Pathé,France 2 Cinéma,Page 114,Saint Laurent Productions,Saint Laurent,Library Pictures International,Logical Content Ventures,Les Films du Fleuve,The Veterans,Vixens,Casa Kafka Pictures,Pimienta Films",16.302703,132,54.0,,70.0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Guy Ritchie's the Covenant,2023,"Action, Drama, Thriller","$16,938,039",55.0,18.9216,"STXfilms,Toff Guy Films",20.0,123,75.0,83.0,63.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
All of Us Strangers,2023,"Drama, Romance","$4,050,103",5.0,11.5923,"Film4 Productions,Blueprint Pictures,Searchlight Pictures,TSG Entertainment",14.86496,105,76.0,96.0,90.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Free Guy,2021,"Action, Adventure, Comedy","$121,626,598",110.0,16.6384,"Berlanti Productions,21 Laps Entertainment,Maximum Effort,Lit Entertainment Group,20th Century Studios",331.526598,115,71.0,80.0,62.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Gray Man,2022,"Action, Mystery, Thriller",,200.0,12.9361,"AGBO,Roth-Kirschenbaum Films",0.454023,129,65.0,45.0,49.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0
Wonka,2023,"Adventure, Comedy, Family","$218,402,312",125.0,20.3451,"Warner Bros. Pictures,Village Roadshow Pictures,The Roald Dahl Story Company,Heyday Films,Domain Entertainment",634.502312,117,70.0,82.0,66.0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Five Nights at Freddy's,2023,"Horror, Mystery, Thriller","$137,275,620",20.0,18.893,"Blumhouse Productions,Scott Cawthon Productions",297.14413,110,54.0,32.0,33.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0
The Last Duel,2021,"Drama, History, Thriller","$10,853,945",100.0,10.6993,"20th Century Studios,Pearl Street Films,Scott Free Productions",30.552111,153,73.0,85.0,67.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
A Quiet Place: Day One,2024,"Drama, Horror, Sci-Fi","$138,930,553",67.0,20.5255,"Paramount Pictures,Platinum Dunes,Sunday Night Productions",261.907653,99,63.0,86.0,68.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
The Holdovers,2023,"Comedy, Drama","$20,355,375",13.0,10.5456,"Miramax,Gran Via Productions",42.51327,133,79.0,97.0,82.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Whale,2022,Drama,"$17,463,630",3.0,11.5499,"A24,Protozoa Pictures",55.101305,117,76.0,64.0,60.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Absolution,2024,"Action, Crime, Drama","$2,716,343",30.0,22.3563,"Electromagnetic Productions,Sculptor Media,north.five.six",3.854594,112,52.0,55.0,51.0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Killer,2023,"Action, Adventure, Crime",,175.0,8.9713,Netflix,0.362113,118,67.0,85.0,73.0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The Lord of the Rings: The War of the Rohirrim,2024,"Animation, Action, Adventure","$9,158,572",30.0,28.7879,"New Line Cinema,Warner Bros. Animation,Sola Entertainment,Middle-earth Enterprises,WingNut Films,Domain Entertainment",19.958572,134,63.0,48.0,54.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
The King's Man,2021,"Action, Adventure, Thriller","$37,176,373",100.0,13.2199,"Marv,Cloudy Productions,20th Century Studios",125.897478,131,63.0,41.0,44.0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Sing Sing,2023,Drama,"$3,110,476",2.0,13.7092,"Black Bear Pictures,Edith Productions,Marfa Peach Company",3.401789,107,77.0,97.0,83.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Suicide Squad,2021,"Action, Adventure, Comedy","$55,817,425",185.0,26.5284,"DC Films,Atlas Entertainment,The Safran Company,Warner Bros. Pictures",168.717425,132,72.0,,72.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Air,2023,"Drama, Sport","$52,460,106",80.0,14.0228,"Amazon Studios,Skydance Sports,Mandalay Pictures,Artists Equity",90.1,111,74.0,93.0,73.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Death on the Nile,2022,"Crime, Drama, Mystery","$45,630,104",90.0,13.3799,"The Mark Gordon Company,Genre Films,20th Century Studios,Scott Free Productions",137.307235,127,63.0,62.0,52.0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
The Zone of Interest,2023,"Drama, History, War","$8,659,464",15.0,13.3708,"A24,Film4 Productions,Access Entertainment,JW Films,Extreme Emotions",52.631884,105,73.0,93.0,92.0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
Bad Boys: Ride or Die,2024,"Action, Adventure, Comedy","$193,573,217",100.0,35.7531,"Westbrook,Columbia Pictures,Don Simpson/Jerry Bruckheimer Films,2.0 Entertainment",404.547819,115,65.0,65.0,54.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Last Night in Soho,2021,"Drama, Horror, Mystery","$10,127,625",43.0,9.5795,"Film4 Productions,Working Title Films,Complete Fiction,Focus Features,Perfect World Pictures",22.957625,116,70.0,75.0,65.0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0
Past Lives,2023,"Drama, Romance","$11,185,625",12.0,19.2476,"A24,Killer Films,2AM,CJ ENM",28.126646,106,78.0,95.0,94.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
West Side Story,2021,"Crime, Drama, Musical","$38,530,322",100.0,9.9477,"20th Century Studios,Amblin Entertainment,TSG Entertainment",76.016171,156,71.0,91.0,85.0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
12th Fail,2023,"Biography, Drama",,2.4,6.8199,"Vidhu Vinod Chopra Productions,Zee Studios,KRG Studios",8.3,146,88.0,91.0,,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
The Tomorrow War,2021,"Action, Adventure, Drama",,200.0,22.5112,"Skydance Media,Phantom Four,Lit Entertainment Group",14.4,138,66.0,52.0,45.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Benedetta,2021,"Biography, Drama, Romance","$354,481",24.35,7.7662,"SBS Productions,Topkapi Films,Pathé,France 2 Cinéma,France 3 Cinéma,Belga Productions",2.652725,131,67.0,84.0,75.0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Late Night with the Devil,2023,Horror,"$10,001,000",2.0,13.3589,"Spooky Pictures,Future Pictures,Good Fiend Films,VicScreen,AGC Studios,Image Nation Abu Dhabi",15.469415,93,70.0,97.0,72.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Creed III,2023,"Action, Drama, Sport","$156,248,615",75.0,16.0312,"Metro-Goldwyn-Mayer,Chartoff-Winkler Productions,Proximity Media,Outlier Society",275.3,116,67.0,89.0,73.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Argylle,2024,"Action, Comedy, Thriller","$45,207,275",200.0,14.5899,"Marv,Apple Studios,Cloudy Productions",96.221061,139,56.0,33.0,35.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Fly Me to the Moon,2024,"Comedy, Romance","$20,532,222",100.0,12.1444,"These Pictures,Berlanti Productions,Apple Studios",42.247783,132,66.0,65.0,53.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Licorice Pizza,2021,"Comedy, Drama, Romance","$17,318,007",40.0,9.7069,"Metro-Goldwyn-Mayer,Focus Features,Bron Studios,Ghoulardi Film Company",33.276075,133,71.0,90.0,90.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
Emmanuelle,2024,"Drama, Romance",,19.0,10.821,"Rectangle Productions,Pathé,Chantelouve,Goodfellas,Logical Content Ventures",0.702842,105,42.0,17.0,35.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
My Old Ass,2024,"Comedy, Drama, Romance","$5,372,282",3.0,17.8391,"Indian Paintbrush,LuckyChap Entertainment",5.705895,89,70.0,90.0,74.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
IF,2024,"Animation, Comedy, Drama","$111,375,918",110.0,20.3138,"Paramount Pictures,Sunday Night Productions,Maximum Effort",190.309707,104,64.0,50.0,46.0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Perfect Days,2023,Drama,"$3,766,668",14.0,11.308,"Master Mind,Wenders Images",24.094016,124,79.0,96.0,80.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Elevation,2024,"Action, Sci-Fi, Thriller","$2,321,801",18.0,31.508,"Lyrical Media,Fuller Media,Inspire Entertainment,Grinder Monkey,John Glenn Entertainment",3.3,91,56.0,55.0,50.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0
Operation Fortune: Ruse de Guerre,2023,"Action, Comedy, Thriller","$6,496,125",50.0,13.4076,"Miramax,STXfilms,Toff Guy Films,AZ Celtic Films",37.8,113,63.0,51.0,51.0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
Triangle of Sadness,2022,"Comedy, Drama","$4,608,096",15.6,8.461,"30WEST,BBC Film,Bord Cadre Films,Coproduction Office,Film i Väst,Heretic,Imperative Entertainment,Sovereign Films,Plattform Produktion,SVT,BFI,Piano,ARTE France Cinéma,ZDF/Arte,Essential Filmproduktion,TRT Sinema",24.733572,147,73.0,72.0,63.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Damsel,2024,"Action, Adventure, Fantasy",,60.0,15.1528,"PCMA Productions,Roth-Kirschenbaum Films,Palma Pictures",0.005,107,61.0,56.0,46.0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
M3GAN,2022,"Horror, Sci-Fi, Thriller","$95,159,005",12.0,13.5408,"Atomic Monster,Blumhouse Productions,Divide / Conquer",181.796517,102,63.0,93.0,72.0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0
A Man Called Otto,2022,"Comedy, Drama","$64,267,657",50.0,15.5332,"Playtone,SF Studios,Artistic Films,Columbia Pictures,2DUX²,TSG Entertainment",108.961677,126,75.0,70.0,51.0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Kingdom of the Planet of the Apes,2024,"Action, Adventure, Drama","$171,130,165",160.0,23.4845,"20th Century Studios,Oddball Entertainment,Jason T. Reed Productions",397.37815,145,69.0,80.0,66.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Godzilla Minus One,2023,"Action, Adventure, Drama","$57,144,669",15.0,12.2735,"TOHO,TOHO Studios,Robot Communications",115.857413,124,77.0,99.0,81.0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Puss in Boots: The Last Wish,2022,"Animation, Action, Adventure","$186,090,535",90.0,21.0875,DreamWorks Animation,484.7,103,78.0,,73.0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Pushpa: The Rule - Part 2,2024,"Action, Crime, Drama","$13,000,000",52.9,6.8081,"Mythri Movie Makers,Sukumar Writings,CineSpare",204.95,224,63.0,,,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Red One,2024,"Action, Adventure, Comedy","$97,000,759",250.0,36.3478,"Seven Bucks Productions,The Detective Agency,Chris Morgan Productions,Metro-Goldwyn-Mayer",185.700759,124,63.0,30.0,34.0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Napoleon,2023,"Action, Adventure, Biography","$61,524,375",165.0,16.1479,"Apple Studios,Scott Free Productions",220.597098,158,63.0,58.0,64.0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
