,id,Title,Year,BoxOffice,Production,budget,genres,original_language,popularity,production_companies,revenue,runtime,Metacritic,imdb,rotten
6212,tt3975510,One and Two,2015,,,0,"[""Thriller"", ""Fantasy"", ""Drama""]",en,0.7138,"[""Bow + Arrow Entertainment"", ""Protagonist Pictures""]",0,91,47.0,52.0,47.0
6213,tt3976144,The Monster,2016,"$12,544",,2700000,"[""Horror"", ""Fantasy"", ""Drama""]",en,1.3931,"[""Atlas Independent"", ""Unbroken Pictures""]",0,91,69.0,54.0,81.0
6214,tt3977462,Full Out,2015,,,1500000,"[""History"", ""Family"", ""Drama"", ""Biography""]",en,1.6145,"[""Carmel Creek Productions""]",0,94,,63.0,
6215,tt3978720,4th Man Out,2015,,,0,"[""Comedy"", ""Drama""]",en,0.6729,"[""Tait Productions"", ""Jed Entertainment Production"", ""Moving Pictures""]",0,87,43.0,67.0,54.0
6216,tt3982118,Adam Green's Aladdin,2016,"$8,600,000",,0,"[""Adventure"", ""Comedy"", ""Fantasy"", ""Drama""]",en,0.2431,"[""Motor Productions"", ""Aladdin Green Productions""]",0,80,,63.0,
6217,tt3982212,Saving Paradise,2021,,,0,"[""Romance"", ""Drama""]",en,0.4663,"[""Vertical"", ""Jay Silverman Productions""]",0,102,,62.0,
6218,tt3983674,The Mask You Live In,2015,,,0,"[""News"", ""Documentary""]",en,0.2388,"[""The Representation Project"", ""Fork Films""]",0,88,,76.0,67.0
6219,tt3984356,Only,2019,,,0,"[""Action"", ""Sci-Fi"", ""Science Fiction"", ""Romance"", ""Drama""]",en,0.9049,"[""Tadmor""]",0,98,53.0,51.0,37.0
6220,tt3986820,The Endless,2017,"$272,020",,1000000,"[""Thriller"", ""Horror"", ""Science Fiction"", ""Sci-Fi"", ""Mystery""]",en,4.866,"[""Snowfort Pictures"", ""Pfaff & Pfaff Productions"", ""Love & Death Productions"", ""Rustic Films"", ""XYZ Films""]",956425,112,80.0,65.0,91.0
6221,tt3991412,The 9th Life of Louis Drax,2016,,,0,"[""Thriller"", ""Mystery"", ""Drama""]",en,0.7255,"[""Fire Axe Pictures"", ""Brightlight Pictures"", ""Blank Tape"", ""Miramax"", ""Sierra/Affinity"", ""Summit Entertainment"", ""T\u00e9l\u00e9film Canada"", ""Drax Films""]",0,108,41.0,63.0,38.0
6222,tt3993894,Queen of Earth,2015,"$91,218",,0,"[""Thriller"", ""Mystery"", ""Drama""]",en,0.4301,"[""Faliro House Productions"", ""Washington Square Films"", ""Her Majesty September"", ""Forager Film""]",0,90,77.0,62.0,93.0
6223,tt3995348,100 Days of Love,2015,,,0,"[""Romance"", ""Comedy""]",ml,0.3774,"[""Singapore Coliseum""]",0,153,,66.0,
6224,tt4000870,Addicted to Fresno,2015,,,0,"[""Comedy"", ""Drama"", ""Crime""]",en,0.7645,"[""Andrea Sperling Productions"", ""Gamechanger Films"", ""Leeden Media"", ""Lakeview Productions"", ""TALU Productions""]",0,85,34.0,55.0,32.0
6225,tt4002772,Once I Was a Beehive,2015,"$732,655",,0,"[""Comedy"", ""Family"", ""Drama""]",en,0.3218,"[""Main Dog Productions"", ""Escapology""]",732655,119,,62.0,78.0
6226,tt4003440,The House That Jack Built,2018,"$258,106",,9800000,"[""Thriller"", ""Horror"", ""Drama"", ""Crime""]",en,4.2472,"[""Zentropa Entertainments"", ""Copenhagen Film Fund"", ""Copenhagen Film Fund"", ""Slot Machine"", ""Film i V\u00e4st"", ""Zentropa International Sweden"", ""Zentropa International France"", ""Zentropa International K\u00f6ln""]",5566776,151,42.0,68.0,59.0
6227,tt4005402,Colonia,2015,"$15,709",,14000000,"[""History"", ""Drama"", ""Biography""]",en,1.9364,"[""Majestic Filmproduktion"", ""Rat Pack Filmproduktion"", ""Iris Productions"", ""Fred Films""]",3621046,106,33.0,70.0,29.0
6228,tt4006302,Level 16,2018,,,0,"[""Thriller"", ""Science Fiction"", ""Mystery"", ""Drama""]",en,4.6453,"[""Markham Street Films""]",15575,102,46.0,61.0,83.0
6229,tt4007068,When Black Birds Fly,2015,,,0,"[""Horror"", ""Science Fiction"", ""Animation"", ""Mystery""]",en,0.3243,"[""Draconian Films""]",0,105,,57.0,
6230,tt4007248,Hurricane Bianca,2016,,,0,"[""Comedy"", ""Drama""]",en,1.3266,"[""Cranium Entertainment""]",0,84,,58.0,50.0
6231,tt4008566,The Influence,2019,,,4500000,"[""Horror""]",es,1.2241,"[""Mogambo Films"", ""Nadie es Perfecto""]",0,99,,46.0,
6232,tt4008758,Black,2015,,,1200000,"[""Action"", ""Drama"", ""Crime""]",fr,1.535,"[""A Team Productions"", ""Climax Films"", ""Caviar""]",0,95,74.0,70.0,60.0
6233,tt4009278,Intruders,2015,,,0,"[""Thriller"", ""Horror"", ""Drama""]",en,1.1722,"[""Room 101"", ""Vicarious Entertainment"", ""Campbell Grobman Films"", ""Jeff Rice Films"", ""Black Fish Films""]",0,90,39.0,57.0,50.0
6234,tt4010918,The Throne,2015,,,0,"[""History"", ""Drama""]",ko,0.7462,"[""Tiger Pictures""]",42165755,126,,71.0,
6235,tt4015500,The Tale,2018,,,0,"[""Mystery"", ""Drama"", ""Biography""]",en,1.3298,"[""WeatherVane Productions"", ""Blackbird Films"", ""One Two Films"", ""A Luminous Mind Production"", ""Untitled Entertainment"", ""Gamechanger Films"", ""ZDF"", ""ARTE""]",0,115,90.0,72.0,99.0
6236,tt4016934,The Handmaiden,2016,"$2,006,788",,8575000,"[""Thriller"", ""Romance"", ""Drama""]",ko,22.5465,"[""Moho Film"", ""Yong Film"", ""CJ Entertainment""]",38600000,145,85.0,81.0,96.0
6237,tt4019560,Exposed,2016,,,0,"[""Thriller"", ""Mystery"", ""Drama"", ""Crime""]",en,1.8822,"[""Remark Films"", ""EFO Films"", ""PalmStar Media"", ""Lionsgate""]",269915,102,23.0,43.0,8.0
6238,tt4024814,Fucking Berlin,2016,,,0,"[""Romance"", ""Drama""]",de,1.0464,"[""Arenico Productions GmbH""]",0,94,,52.0,
6239,tt4025514,Suburra,2015,,,7000000,"[""Action"", ""Thriller"", ""Drama"", ""Crime""]",it,0.9713,"[""Cattleya"", ""La Chouve"", ""RAI""]",0,130,,74.0,91.0
6240,tt4026034,Hired Gun,2016,,,0,"[""Music"", ""Documentary""]",en,0.8542,"[""Drama Kills"", ""City Drive Entertainment Group"", ""Diverse Digital Productions""]",0,99,,72.0,40.0
6241,tt4027504,Lazy Eye,2016,,,0,"[""Comedy"", ""Romance"", ""Drama""]",en,0.3908,"[""T42 Entertainment""]",0,87,39.0,64.0,67.0
6242,tt4028240,The Harvest,2023,,,0,"[""Drama""]",en,0.3676,"[""Chiyou Entertainment""]",0,110,,,70.0
6243,tt4029940,Roadkill,2024,,,0,"[""Adventure"", ""Action"", ""Thriller"", ""Horror"", ""Crime""]",en,0.7128,"[""Mythic Pictures""]",0,90,,36.0,
6244,tt4030600,The Bye Bye Man,2017,"$22,395,806",,7400000,"[""Thriller"", ""Horror"", ""Fantasy"", ""Drama""]",en,1.7483,"[""Los Angeles Media Fund"", ""Intrepid Pictures"", ""STXfilms""]",26700000,96,37.0,43.0,18.0
6245,tt4034228,Manchester by the Sea,2016,"$47,695,371",,9000000,"[""Drama""]",en,7.8656,"[""Pearl Street Films"", ""K Period Media"", ""B Story"", ""The Affleck/Middleton Project"", ""The Media Farm"", ""Big Indie Pictures""]",79000000,138,96.0,78.0,96.0
6246,tt4034354,Swiss Army Man,2016,"$4,210,454",,3000000,"[""Adventure"", ""Comedy"", ""Fantasy"", ""Romance"", ""Drama""]",en,2.5362,"[""BlackBird"", ""Tadmor"", ""Astrakan Films"", ""Cold Iron Pictures"", ""Prettybird""]",5800000,97,64.0,69.0,73.0
6247,tt4034452,Hyena Road,2015,"$1,430",,0,"[""Action"", ""Thriller"", ""War"", ""Drama""]",en,1.5776,"[""Rhombus Media"", ""International Traders"", ""Buffalo Gal Pictures"", ""Triple 7 Films"", ""Bron Studios"", ""Whizbang Films""]",87768,120,44.0,65.0,57.0
6248,tt4035268,Cosmos,2015,"$25,856",,0,"[""Comedy"", ""Fantasy"", ""Drama"", ""Crime""]",fr,0.7386,"[""Leopardo Filmes"", ""Alfama Films""]",0,102,74.0,57.0,78.0
6249,tt4038108,Amateur Teens,2015,,,0,"[""Drama""]",de,1.0949,"[""Leaves & Leaches Pictures"", ""A Film Company""]",0,92,,60.0,
6250,tt4042818,The Death & Life of John F. Donovan,2018,"$152,713",,35000000,"[""Drama""]",en,0.8756,"[""Sons of Manual"", ""Lyla Films"", ""Warp Films""]",3326364,123,28.0,61.0,19.0
6251,tt4044464,Adulterers,2015,,,750000,"[""Thriller"", ""Drama"", ""Crime""]",en,1.193,"[""Datari Turner Productions""]",0,91,,51.0,
6252,tt4044896,Ayla,2017,,,0,"[""Thriller"", ""Horror"", ""Fantasy"", ""Drama""]",en,0.5573,"[""The October People"", ""Clayface Pictures""]",0,86,,32.0,
6253,tt4045732,Social Suicide,2015,,,0,"[""Thriller"", ""Romance"", ""Drama""]",en,0.3637,"[""""]",0,92,,48.0,
6254,tt4046784,Maze Runner: The Scorch Trials,2015,"$81,697,192",,61000000,"[""Adventure"", ""Action"", ""Thriller"", ""Sci-Fi"", ""Science Fiction""]",en,8.7761,"[""Temple Hill Entertainment"", ""The Gotham Group"", ""TSG Entertainment"", ""20th Century Fox""]",312296056,131,43.0,63.0,49.0
6255,tt4048050,My Golden Days,2015,"$269,144",,0,"[""Romance"", ""Drama""]",fr,0.6517,"[""Why Not Productions"", ""France 2 Cin\u00e9ma""]",269144,123,87.0,67.0,91.0
6256,tt4048272,Toni Erdmann,2016,"$1,479,387",,10000000,"[""Comedy"", ""Drama""]",de,1.4234,"[""Komplizen Film"", ""KNM"", ""Missing Link Films"", ""Coop99 Filmproduktion"", ""HiFilm Productions"", ""MonkeyBoy""]",0,162,93.0,73.0,93.0
6257,tt4048668,Band of Robbers,2015,"$20,555",,0,"[""Adventure"", ""Thriller"", ""Comedy"", ""Crime""]",en,0.405,"[""Tilted Windmill Productions"", ""Whitewater Films"", ""Torn Sky Entertainment""]",0,95,57.0,60.0,81.0
6258,tt4052050,He's Out There,2018,,,0,"[""Thriller"", ""Horror""]",en,0.8154,"[""Screen Gems"", ""Octane Entertainment"", ""Unbroken Pictures""]",0,89,,53.0,33.0
6259,tt4052882,The Shallows,2016,"$55,124,043",,17000000,"[""Thriller"", ""Horror"", ""Drama""]",en,4.0709,"[""Columbia Pictures"", ""Ombra Films"", ""Weimaraner Republic Pictures""]",119100758,86,59.0,63.0,78.0
6260,tt4054004,2047: Virtual Revolution,2016,,,3200000,"[""Action"", ""Sci-Fi"", ""Science Fiction"", ""Crime""]",en,0.7235,"[""Lidderdalei Productions""]",0,92,,50.0,40.0
6261,tt4054654,Dog Eat Dog,2016,,,0,"[""Thriller"", ""Drama"", ""Crime""]",en,1.1282,"[""Shanghai Gigantic Pictures"", ""Arclight Films"", ""Blue Budgie Films"", ""Ingenious Media"", ""Pure Dopamine""]",184404,93,53.0,48.0,52.0
6262,tt4054952,Fate/stay night [Heaven's Feel] I. presage flower,2017,"$193,833",,0,"[""Adventure"", ""Action"", ""Fantasy"", ""Romance"", ""Animation"", ""Drama""]",ja,1.8826,"[""ufotable"", ""Aniplex"", ""Tokyo TV Center"", ""TYPE-MOON"", ""KADOKAWA""]",17422935,120,,74.0,
6263,tt4056738,Do You Believe?,2015,"$12,985,600",,2300000,"[""Drama""]",en,1.6341,"[""Toy Gun Films"", ""Believe Entertainment"", ""10 West Studios"", ""Pure Flix Entertainment""]",14410698,115,22.0,61.0,26.0
6264,tt4057376,I Am Dragon,2015,,,18000000,"[""Adventure"", ""Fantasy"", ""Romance""]",ru,2.8842,"[""Splendid Film"", ""Bazelevs Production"", ""Mindstream Productions""]",10495305,110,,68.0,
6265,tt4057632,All Three of Us,2015,,,0,"[""Comedy"", ""Drama""]",fr,0.5285,"[""Adama Pictures"", ""M6"", ""Gaumont"", ""Ali'n Productions""]",0,102,,72.0,
6266,tt4058500,A Perfect Man,2015,,,0,"[""Thriller"", ""Drama""]",fr,0.5357,"[""Mars Distribution"", ""24 25 Films"", ""WY Productions"", ""TF1 Films Production""]",0,103,,68.0,100.0
6267,tt4058836,I Spit on Your Grave: Deja Vu,2019,,,0,"[""Thriller"", ""Horror""]",en,1.376,"[""Deja Vu""]",0,148,,24.0,
6268,tt4059702,AmeriGeddon,2016,"$316,554",,0,"[""Adventure"", ""Action"", ""Drama""]",en,0.5224,"[""Forewarned""]",0,90,,38.0,
6269,tt4060866,Code of Honor,2016,,,8000000,"[""Action"", ""Thriller"", ""Crime""]",en,0.7615,"[""Premiere Entertainment Group"", ""Steamroller Productions""]",0,107,,41.0,
6270,tt4061010,Blackway,2015,"$27,079",,8000000,"[""Action"", ""Thriller"", ""Mystery""]",en,1.1863,"[""The Gotham Group"", ""Enderby Entertainment""]",16458,90,,53.0,20.0
6271,tt4061196,Until Forever,2016,"$141,197",,0,"[""Romance"", ""Drama""]",en,0.4062,"[""Linn Productions""]",0,100,,62.0,
6272,tt4062536,Green Room,2015,"$3,220,371",,5000000,"[""Thriller"", ""Horror"", ""Crime"", ""Music""]",en,2.2764,"[""filmscience"", ""Broad Green Pictures""]",3800000,95,79.0,70.0,90.0
6273,tt4064498,"Where Are You Going, Habibi?",2015,,,0,"[""Comedy"", ""Romance"", ""Drama""]",de,1.4259,"[""Duellmann Filmproduktion""]",0,80,,64.0,
6274,tt4065340,Arthur & Merlin,2015,,,3000000,"[""Adventure"", ""Family"", ""Fantasy""]",en,0.4285,"[""Myrrdin""]",0,103,,43.0,
6275,tt4065414,A Good American,2015,,,0,"[""History"", ""Biography"", ""Documentary""]",en,1.0613,"[""Slingshot Films"", ""Blue + Green Communication""]",0,100,63.0,73.0,80.0
6276,tt4065552,The Unknown Soldier,2017,,Kino Lorber,8000000,"[""Drama"", ""War""]",fi,0.5855,"[""SCOPE Pictures"", ""Elokuvaosakeyhti\u00f6 Suomi 2017"", ""Kvikmyndaf\u00e9lag \u00cdslands""]",15550000,179,,77.0,
6277,tt4068576,The Nightingale,2018,"$400,209",,0,"[""Adventure"", ""Thriller"", ""Western"", ""Drama""]",en,3.2836,"[""Causeway Films"", ""Made Up Stories"", ""Screen Australia"", ""South Australian Film Corporation"", ""FilmNation Entertainment""]",855756,136,77.0,73.0,87.0
6278,tt4072326,Ali and Nino,2016,,,0,"[""War"", ""Romance"", ""Drama""]",en,0.7574,"[""PeaPie Films"", ""AZ Celtic Films""]",0,100,50.0,68.0,40.0
6279,tt4073790,The Darkest Minds,2018,"$12,695,691",,34000000,"[""Adventure"", ""Action"", ""Drama""]",en,10.149,"[""21 Laps Entertainment"", ""20th Century Fox""]",41142379,105,39.0,57.0,15.0
6280,tt4074364,The Model,2016,,,4000000,"[""Drama""]",da,0.9802,"[""Zentropa Entertainments"", ""Sputnik Film"", ""Film i V\u00e4st""]",0,105,58.0,57.0,71.0
6281,tt4075322,A Warrior's Tail,2015,,,30000000,"[""Adventure"", ""Fantasy"", ""Animation""]",ru,0.8964,"[""Art Pictures Studio"", ""Glukoza Production"", ""Sparky Animation Studio""]",0,85,,44.0,20.0
6282,tt4076164,In the Room,2015,,,0,"[""Comedy"", ""Romance"", ""Drama""]",zh,1.3044,"[""Zhao Wei Films""]",0,90,,45.0,67.0
6283,tt4076760,Diablo,2015,,,0,"[""Adventure"", ""Action"", ""Thriller"", ""Western"", ""Drama""]",en,1.6469,"[""Space Rock Studios"", ""Diablo Movie""]",0,83,35.0,45.0,20.0
6284,tt4076926,The Heyday of the Insensitive Bastards,2015,,,0,"[""Comedy"", ""Drama""]",en,0.8289,"[""Elysium Bandini Studios""]",0,97,,44.0,
6285,tt4079152,The Dead End,2015,,,0,"[""Mystery"", ""Drama"", ""Crime""]",zh,0.604,"[""""]",47600000,133,,72.0,
6286,tt4080672,Daddy or Mommy,2015,,,0,"[""Romance"", ""Comedy"", ""Drama""]",fr,1.2022,"[""Chapter 2"", ""M6 Films"", ""uMedia"", ""Path\u00e9"", ""Fargo Films""]",0,85,,60.0,
6287,tt4080728,A Man Called Ove,2015,"$3,479,315",,0,"[""Comedy"", ""Romance"", ""Drama""]",sv,2.8818,"[""Nordsvensk Filmunderh\u00e5llning"", ""SVT"", ""Film i V\u00e4st"", ""Tre V\u00e4nner"", ""Nordisk Film Sweden"", ""Fantefilm""]",30692889,116,70.0,77.0,91.0
6288,tt4080768,Summertime,2015,"$35,322",,0,"[""Romance"", ""Drama""]",fr,1.6643,"[""France 3 Cin\u00e9ma"", ""Art\u00e9mis Productions"", ""CHAZ Productions"", ""Canal+""]",0,105,72.0,67.0,92.0
6289,tt4080956,A Prayer Before Dawn,2017,"$14,453",,0,"[""Action"", ""Drama"", ""Biography"", ""Crime""]",en,2.4713,"[""Meridian Entertainment"", ""Symbolic Exchange"", ""Senorita Films"", ""Indochina Productions"", ""HanWay Films""]",958883,116,76.0,68.0,92.0
6290,tt4082004,Mad Women,2015,,,0,"[""Drama""]",en,0.226,"[""""]",0,131,30.0,55.0,0.0
6291,tt4082068,Dheepan,2015,"$261,819",,0,"[""Drama"", ""Crime""]",fr,1.2481,"[""France 2 Cin\u00e9ma"", ""Why Not Productions"", ""Page 114""]",7704357,115,76.0,72.0,87.0
6292,tt4082524,Chosen,2016,"$9,283",,0,"[""Drama"", ""War""]",en,0.7918,"[""Dolger Films"", ""Sterling Pictures""]",0,101,,53.0,
6293,tt4083572,Urge,2016,,,0,"[""Thriller"", ""Horror"", ""Mystery"", ""Drama""]",en,1.195,"[""WeatherVarie Productions"", ""Sculptor Media"", ""Blackmrkt"", ""Green-Light International"", ""Europictures""]",0,91,,43.0,0.0
6294,tt4083740,Robot World,2015,,,0,"[""Thriller"", ""Sci-Fi"", ""Science Fiction""]",en,0.3162,"[""Rendered Pictures""]",0,80,,38.0,
6295,tt4084056,The Sense of Wonder,2015,,,0,"[""Comedy"", ""Romance"", ""Drama""]",fr,0.5757,"[""Cam\u00e9ra One"", ""Pulsar Productions""]",0,100,,68.0,67.0
6296,tt4084744,Battle for Sevastopol,2015,,,5000000,"[""Action"", ""War"", ""Romance"", ""Drama"", ""Biography""]",ru,2.1349,"[""Kinorob"", ""New People Film Company"", ""Ukrainian State Film Agency"", ""Algous studio""]",0,110,,70.0,
6297,tt4085084,Disorder,2015,"$51,879",,0,"[""Thriller"", ""Drama""]",fr,0.8207,"[""France 3 Cin\u00e9ma"", ""Mars Films"", ""Dharamsala"", ""SCOPE Pictures"", ""Darius Films""]",460997,100,66.0,62.0,73.0
6298,tt4085238,The House on Pine Street,2015,,,0,"[""Horror"", ""Mystery"", ""Drama""]",en,0.1699,"[""E3W Productions""]",0,111,,52.0,
6299,tt4086018,Charming,2018,,,20000000,"[""Comedy"", ""Fantasy"", ""Family"", ""Adventure"", ""Animation"", ""Music""]",en,1.314,"[""3QU Media"", ""Storyoscopic Films"", ""Vanguard Animation"", ""WV Enterprises"", ""Cinesite Animation""]",8751856,90,,56.0,22.0
6300,tt4086032,Frankenstein,2015,,,0,"[""Thriller"", ""Horror"", ""Science Fiction"", ""Sci-Fi""]",en,0.8483,"[""Eclectic pictures"", ""Summerstorm Entertainment"", ""Bad Badger""]",0,89,,51.0,100.0
6301,tt4088268,Department Q: A Conspiracy of Faith,2016,,,5210000,"[""Thriller"", ""Mystery"", ""Drama"", ""Crime""]",da,1.2841,"[""Det Danske Filminstitut"", ""TV 2"", ""Film i V\u00e4st"", ""TV4"", ""Zentropa International Hamburg"", ""Zentropa International Berlin"", ""Zentropa International Norway"", ""ZDF"", ""TV 2"", ""Zentropa Entertainments"", ""TrustNordisk""]",9700000,108,,70.0,100.0
6302,tt4094724,The Purge: Election Year,2016,"$79,213,375",,10000000,"[""Action"", ""Thriller"", ""Horror"", ""Sci-Fi""]",en,5.5199,"[""Why Not Productions"", ""Universal Pictures"", ""Blumhouse Productions"", ""Platinum Dunes"", ""Dentsu Entertainment"", ""Fuji Television Network"", ""Man in a Tree Productions""]",118587880,109,55.0,60.0,55.0
6303,tt4097612,In the Grayscale,2015,,,0,"[""Romance"", ""Drama""]",es,0.4038,"[""Tantan Films""]",0,101,,64.0,
6304,tt4102722,The Night Watchmen,2017,,,0,"[""Action"", ""Horror"", ""Comedy""]",en,0.7113,"[""Contender Films"", ""Studio BOH"", ""Indie Entertainment"", ""Orama Filmworks"", ""Splendid Film""]",0,90,,54.0,86.0
6305,tt4103724,Forever My Girl,2018,"$16,376,066",,3500000,"[""Comedy"", ""Romance"", ""Drama"", ""Music""]",en,4.9366,"[""LD Entertainment""]",16367326,104,36.0,66.0,25.0
6306,tt4104022,People Places Things,2015,"$67,046",,0,"[""Comedy"", ""Romance"", ""Drama""]",en,0.5123,"[""Beachside Films""]",0,85,68.0,68.0,77.0
6307,tt4104054,Dad's Army,2016,,,0,"[""Comedy"", ""War""]",en,0.7591,"[""DJ Films"", ""British Film Company"", ""Screen Yorkshire"", ""Path\u00e9"", ""Universal Pictures"", ""Jimmy Perry Productions""]",0,100,38.0,52.0,31.0
6308,tt4105970,They Look Like People,2015,,,0,"[""Horror"", ""Mystery"", ""Drama""]",en,0.7763,"[""They Look Like People""]",0,80,,58.0,92.0
6309,tt4106306,Sky,2015,,,0,"[""Romance"", ""Drama""]",en,0.6605,"[""Le Bureau"", ""Pandora Film""]",0,100,55.0,58.0,50.0
6310,tt4106376,American Renegades,2017,,,66190000,"[""Adventure"", ""Action"", ""Thriller"", ""Crime""]",en,1.6382,"[""Studio Babelsberg"", ""EuropaCorp"", ""Belga Productions"", ""CB Films"", ""DCS"", ""Canal+""]",2602149,105,33.0,55.0,10.0
6311,tt4109242,Terror Eyes,2021,,,0,"[""Thriller"", ""Horror""]",en,0.3281,"[""Bishop Takes Queen"", ""Clive Jaye Productions""]",0,80,,61.0,
6312,tt4110388,Superlopez,2018,,,5200000,"[""Action"", ""Sci-Fi"", ""Comedy""]",es,1.1559,"[""Zeta Cinema"", ""Telecinco Cinema"", ""La Gran Superproducci\u00f3n"", ""Movistar+"", ""Mogambo Films""]",12496155,108,,54.0,
6313,tt4110568,Dil Dhadakne Do,2015,"$3,066,100",,13000000,"[""Comedy"", ""Family"", ""Romance"", ""Drama""]",hi,2.1156,"[""Excel Entertainment"", ""Junglee Pictures"", ""KanZaman Productions"", ""LPT Film"", ""Emme Film"", ""Condominium Films"", ""Jake Production"", ""Sindbad Productions"", ""Eros International""]",22000000,170,,70.0,68.0
6314,tt4115786,Getaway of Love,2015,,,0,"[""Drama""]",it,0.3913,"[""Dea Film"", ""Atlante Film"", ""Minerva Pictures""]",0,90,,43.0,
6315,tt4116284,The Lego Batman Movie,2017,"$175,936,671",,80000000,"[""Adventure"", ""Action"", ""Comedy"", ""Family"", ""Animation""]",en,7.7121,"[""Lin Pictures"", ""Animal Logic"", ""DC Entertainment"", ""Lord Miller"", ""Warner Bros. Pictures"", ""LEGO"", ""Warner Animation Group"", ""RatPac Entertainment""]",311950384,104,75.0,73.0,89.0
6316,tt4118606,The Curse of Sleeping Beauty,2016,,,0,"[""Horror"", ""Fantasy"", ""Mystery""]",en,0.7664,"[""2B Films"", ""Nexus Motion Picture Company"", ""Briar Rose Productions""]",0,89,27.0,43.0,17.0
6317,tt4119278,All Roads Lead to Rome,2015,,,0,"[""Comedy"", ""Romance"", ""Drama""]",en,1.2732,"[""Momentum"", ""Paradox Studios"", ""AMBI Group""]",0,90,,49.0,0.0
6318,tt4120176,Things to Come,2016,"$388,140",,2100000,"[""Drama""]",fr,0.9657,"[""ARTE France Cin\u00e9ma"", ""Detailfilm"", ""CG Cin\u00e9ma"", ""Auvergne-Rh\u00f4ne-Alpes Cin\u00e9ma""]",282382,102,88.0,69.0,99.0
6319,tt4123430,Fantastic Beasts: The Crimes of Grindelwald,2018,"$159,555,901",,200000000,"[""Adventure"", ""Fantasy"", ""Family""]",en,13.788,"[""Warner Bros. Pictures"", ""Heyday Films""]",654900000,134,52.0,65.0,36.0
6320,tt4125300,The Murder Case of Hana & Alice,2015,,,0,"[""Comedy"", ""Animation"", ""Mystery"", ""Crime""]",ja,0.9246,"[""Steve N'Steven"", ""CoMix Wave Films"", ""Production I.G""]",0,99,,71.0,
6321,tt4126304,Cartel Land,2015,"$704,352",,0,"[""Drama"", ""Documentary""]",en,0.5083,"[""The Documentary Group"", ""Our Time Projects"", ""A&E IndieFilms"", ""Whitewater Films""]",1145923,100,76.0,73.0,89.0
6322,tt4126434,Before the Fall,2016,,,0,"[""Comedy"", ""Romance"", ""Drama""]",en,0.2831,"[""Washington House""]",0,100,,61.0,
6323,tt4126438,The Ones Below,2015,"$12,488",,0,"[""Thriller"", ""Drama""]",en,0.5578,"[""Tigerlily Films"", ""Cuba Pictures"", ""Kreo Films"", ""BBC Film""]",121827,87,63.0,61.0,76.0
6324,tt4126476,After,2019,"$12,138,565",,14000000,"[""Romance"", ""Drama""]",en,22.6843,"[""CalMaple Films"", ""Wattpad"", ""Offspring Entertainment"", ""Diamond Film Productions"", ""Voltage Pictures"", ""Frayed Pages Entertainment""]",69497587,106,30.0,53.0,18.0
6325,tt4126568,Open Water 3: Cage Dive,2017,,,0,"[""Adventure"", ""Thriller"", ""Horror"", ""Drama""]",en,0.9164,"[""Odin's Eye Entertainment"", ""Just One More Productions Pty. Ltd""]",863413,80,,42.0,25.0
6326,tt4126694,1 Night,2016,,,0,"[""Romance"", ""Drama""]",en,0.5021,"[""Sorrento Productions"", ""Canosa Productions""]",0,80,,57.0,33.0
6327,tt4129428,Jagga Jasoos,2017,"$861,740",,19700000,"[""Adventure"", ""Action"", ""Comedy"", ""Romance"", ""Mystery""]",hi,1.3058,"[""Picture Shuru Productions"", ""UTV Motion Pictures""]",12500000,180,,64.0,83.0
6328,tt4129870,White Girl,2016,"$200,242",,700000,"[""Drama"", ""Crime""]",en,1.9863,"[""Bank Street Films"", ""Killer Films"", ""Supermarch\u00e9"", ""Greencard Pictures""]",200242,88,65.0,57.0,70.0
6329,tt4130484,Demon House,2019,,,22000000,"[""Thriller"", ""Horror"", ""Mystery"", ""Documentary""]",en,0.5057,"[""Freestyle Digital Media""]",0,111,,48.0,57.0
6330,tt4131496,The Vanishing,2018,,,0,"[""Thriller"", ""Mystery"", ""Drama""]",en,1.517,"[""Mad as Birds"", ""Head Gear Films"", ""Kodiak Pictures"", ""Metrol Technology"", ""Cross Creek Pictures"", ""iWood Studios"", ""G-BASE"", ""Protagonist Pictures"", ""Saban Films""]",0,108,64.0,59.0,84.0
6331,tt4131594,Fado,2016,,,0,"[""Thriller"", ""Drama""]",de,0.365,"[""StickUp Filmproduktion"", ""Deutsche Film- und Fernsehakademie Berlin (DFFB)"", ""Primeira Idade""]",0,101,,58.0,
6332,tt4131800,My Little Pony: The Movie,2017,"$21,885,107",,6000000,"[""Adventure"", ""Fantasy"", ""Comedy"", ""Family"", ""Animation""]",en,3.0786,"[""Lionsgate"", ""DHX Media"", ""Allspark Pictures""]",61294644,99,39.0,61.0,48.0
6333,tt4132250,Johnny Cash: American Rebel,2015,,,0,"[""Biography"", ""Music"", ""Documentary""]",en,0.1991,"[""CMT Films"", ""Network Entertainment"", ""Fremantle""]",0,86,,77.0,
6334,tt4135418,Burning at Both Ends,2021,,,0,"[""Thriller"", ""War"", ""Drama""]",en,0.5507,"[""Voltage Pictures""]",0,110,,54.0,
6335,tt4135844,Ixcanul,2015,"$295,157",,0,"[""Drama""]",es,0.4239,"[""Tu Vas Voir"", ""La Casa de Production"", ""CNC"", ""La R\u00e9gion \u00cele-de-France"", ""Hubert Bals Fund"", ""Visions Sud Est""]",0,93,83.0,71.0,98.0
